congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind_manuf_cbp,l_sh_routine33,l_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_pop_f,l_sh_pop_edu_c,l_sh_fborn,l_sh_pop_age_1019,l_sh_pop_age_2029,l_sh_pop_age_3039,l_sh_pop_age_4049,l_sh_pop_age_5059,l_sh_pop_age_6069,l_sh_pop_age_7079,l_sh_pop_age_8000,l_sh_pop_white,l_sh_pop_black,l_sh_pop_asian,l_sh_pop_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
AL 3,1037,9500,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-82.954849,-98.230705,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-200,-200,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,26.41465,-200,.03527987,13.538617,9.4126406,5.5903525,6.2827258,6.2827258,10.842332,16.497061,8.4113007,0,0,6.2827258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231121287088252,2.696781938152649,0,0,0,0,1,0,0,0,.32613847,29.975349,-.51046491,.53099865,.44795698,.48926407,.27377349,.0031961973,.13653499,.12293067,.14891002,.15022127,.12088183,.092525817,.067693822,.032781512,.6394034,.34191117,.00040976889,.012948697,.014254173,1,0,0,1,0
AL 2,1039,11102,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.10975718,5.1226735,1.6526341,-16.957552,-17.956829,-17.956829,-14.850819,-24.889315,-18.864763,0,0,-17.956829,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,.7850896243460337,2.926278098206502,0,0,0,0,1,0,0,0,.26804769,29.000685,-.69127929,.66866428,.57055974,.52188355,.35467806,.0057399482,.13722728,.11041429,.13018522,.14352529,.1219739,.10337222,.078685127,.050118253,.86194891,.12351519,.0017272993,.0077595599,.060839888,1,0,0,1,0
AL 2,1041,11102,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.15292734,3.669101,.9955287,-21.068768,-23.837736,-23.837736,-19.849661,-30.976322,-18.864763,0,0,-23.837736,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,.7850896243460337,2.926278098206502,0,0,0,0,1,0,0,0,.26804769,29.000685,-.69127929,.59089065,.47165731,.52696669,.31063876,.0026344676,.14182217,.11664837,.12886937,.14130992,.12323454,.092206366,.078375414,.047713134,.73823637,.24793267,.0010976949,.0063666301,.021765839,1,0,0,1,0
AL 4,1043,10700,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,.068983674,-20.388687,-24.951231,-19.578123,0,0,14.993983,14.993983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,.2546471894159703,.6757723204218671,0,0,0,0,1,0,0,0,.13256846,32.234402,-.14603272,.66251403,.59986639,.50680792,.38389942,.017165055,.13925636,.12673748,.14252159,.14400578,.1216654,.091181293,.068156883,.0360079,.96809626,.0095891999,.001806848,.021785423,.12195238,1,0,0,1,0
AL 2,1045,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.12112248,4.3391824,1.4166415,-21.678173,-24.75127,-24.75127,-19.426304,-35.698902,-18.864763,0,0,-24.75127,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408371800403,2.145300966216814,0,0,0,0,1,0,0,0,.22303851,28.461996,-1.0411412,.6834591,.63658375,.50424397,.48598281,.03059293,.1451892,.1438458,.14871053,.14132182,.10958904,.079952776,.053776793,.02739726,.74377656,.20358647,.010767571,.033422217,.076299913,1,0,0,1,0
AL 7,1047,10801,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,.088683665,26.375404,0,0,29.553595,29.553595,5.3367109,5.3367109,27.515299,29.553595,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7448747062470837,1.301444721599033,0,0,0,0,1,0,0,0,.23542571,29.567591,-.56862885,.40157163,.38620192,.54508793,.36782408,.0069448939,.16823034,.12037097,.12716489,.14355657,.10732234,.082087785,.063754991,.036665589,.35578561,.63263237,.0034508789,.0062547182,.070772253,0,0,0,1,0
AL 4,1049,6100,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,.098632336,-26.387798,-34.490311,-28.675175,0,0,28.229439,28.229439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.970004690010335,4.072392058784259,0,0,0,0,1,0,0,0,.4042308,29.367542,-.68051577,.64513826,.60015517,.51114011,.29766029,.041084837,.13492212,.13510829,.1450692,.14257121,.11977906,.086188167,.061673805,.035561349,.92552596,.016803203,.0019239123,.055514183,.10088348,1,0,0,1,0
AL 2,1051,11101,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.049847662,1.2906015,-1.222676,-18.899227,-13.719994,-13.719994,-9.8878202,-22.249413,-18.864763,0,0,-13.719994,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,.4407930552402046,1.009527368914796,0,0,0,0,1,0,0,0,.14048532,33.071648,-.17318562,.71611464,.66451472,.4938519,.43824255,.010823694,.14307618,.13711025,.16372165,.1553572,.113793,.072942287,.047681939,.027097186,.77021283,.2064092,.0036129581,.0122203,.10351092,1,0,0,1,0
AL 1,1053,11002,-117.70763,-55.915798,-158.0061,-61.924953,-81.853912,-81.853905,-68.479958,-84.870064,-79.201859,-131.27968,-131.0818,-124.61362,-124.61364,-134.91939,-150.65724,-103.94389,-113.72478,-132.21167,-116.51646,-116.51646,-104.00072,-197.46442,.020410776,6.5016985,7.3488235,38.824345,38.824345,38.824345,10.096908,38.824345,38.44165,0,38.824345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,.8850058727289003,2.168076155065489,0,0,0,0,1,0,0,0,.32067975,26.412863,-.77466851,.60663217,.52853125,.4933663,.33790672,.0060874089,.13954215,.13652445,.1394641,.15078044,.11828824,.087018728,.060822062,.036134236,.64396465,.30793443,.0024453695,.0098595209,.062600464,1,0,0,1,0
AL 4,1055,6100,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,.043436408,-33.230865,-35.702072,-32.97575,0,0,30.703276,30.703276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.970004690010335,4.072392058784259,0,0,0,0,1,0,0,0,.4042308,29.367542,-.68051577,.5474512,.48359948,.52149165,.41792095,.016305976,.13602489,.12533468,.13406277,.14597087,.12300525,.089803688,.076629393,.040460471,.82870507,.14683111,.0041755671,.017040567,.16374113,1,0,0,1,0
AL 4,1057,10600,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,-.053661704,-26.509117,-32.17244,-27.963251,0,0,28.860533,28.860533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.490879552570572,2.962162359972938,0,0,0,0,1,0,0,0,.38868225,28.344934,-.87742776,.59926468,.48551998,.51689649,.31083551,.0068667205,.14111923,.11668018,.13203569,.14360638,.12727764,.096891053,.071695052,.045579888,.8691538,.11932955,.0015139227,.0082184374,.029236741,1,0,0,1,0
AL 4,1059,6200,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,.065451205,-30.953592,-39.76926,-31.387312,0,0,31.069511,31.069511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.290500231800222,2.162475956125446,0,0,0,0,1,0,0,0,.31899247,29.809921,-.66157573,.56074482,.4694171,.50904781,.31605944,.055535983,.13880792,.13550907,.13999295,.13743074,.11629248,.095602602,.066425391,.036607631,.89680684,.042084362,.0010889409,.074176088,.048990395,1,0,0,1,0
AL 2,1061,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.15947086,3.4720123,-.93604326,-19.88306,-26.701302,-26.701302,-23.308432,-46.621716,-18.864763,0,0,-26.701302,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408371800403,2.145300966216814,0,0,0,0,1,0,0,0,.22303851,28.461996,-1.0411412,.70405555,.59820312,.51370132,.3363657,.0076463283,.14365005,.10976557,.13689645,.1429126,.12886198,.099441081,.073474616,.04448067,.87106037,.10646639,.0012420432,.017582674,.041406479,1,0,0,1,0
AL 7,1063,10802,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,.08483994,12.147078,0,0,14.512366,14.512366,1.9643261,1.9643261,27.515299,14.512366,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6016423847940811,1.561980242533792,0,0,0,0,1,0,0,0,.35008153,27.402496,-.78663242,.19525492,.18415396,.53067976,.29932302,.0067174654,.16543011,.10818127,.11981151,.15379988,.10296772,.08020854,.066773608,.042410266,.19089633,.80338883,.00080208544,.0058151195,.015096171,0,0,0,1,0
AL 7,1065,10801,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,.10903755,22.80842,0,0,33.165276,33.165276,4.1783628,4.1783628,27.515299,33.165276,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7448747062470837,1.301444721599033,0,0,0,0,1,0,0,0,.23542571,29.567591,-.56862885,.39080691,.35956341,.52807677,.29317346,.003084085,.16502763,.12080303,.1335467,.14018039,.10485889,.074250802,.060343321,.038987488,.39825431,.58952576,.0015711376,.009135874,.025857776,0,0,0,1,0
AL 2,1067,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.14737949,4.4558821,.35510063,-16.357946,-20.045841,-20.045841,-18.614758,-32.580578,-18.864763,0,0,-20.045841,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408371800403,2.145300966216814,0,0,0,0,1,0,0,0,.22303851,28.461996,-1.0411412,.59304333,.50516695,.52458614,.37576365,.011281422,.14015941,.11502146,.12765175,.14659718,.1314531,.089883506,.074678108,.046781115,.65665233,.32299203,.00061312079,.015266707,.026189635,1,0,0,1,0
AL 2,1069,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,.12045836,-.30608773,-2.0689011,-20.71414,-25.522316,-25.522316,-20.01856,-40.474808,-18.864763,0,0,-25.522316,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408371800403,2.145300966216814,0,0,0,0,1,0,0,0,.22303851,28.461996,-1.0411412,.70180786,.66527778,.52504307,.46174431,.015970806,.14417651,.1227432,.14453693,.15065269,.11880118,.082027778,.06253168,.035433114,.73080516,.24598196,.0062058633,.012636985,.13914447,1,0,0,1,0
AL 5,1071,6100,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.74326,117.30069,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.232922,44.326992,-.043816496,5.4282598,157.38676,131.41934,131.41934,119.34679,114.81294,.10016495,1.8332005,-24.397888,22.180567,30.213346,30.213346,61.592083,39.010151,32.720116,0,0,30.213346,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.970004690010335,4.072392058784259,0,0,0,0,1,0,0,0,.4042308,29.367542,-.68051577,.48315638,.40786076,.51264697,.32172361,.0073248525,.13613099,.12669213,.14276972,.14855543,.12986314,.095000558,.059971072,.030634573,.91888887,.037440196,.0022994473,.011311797,.08570081,1,0,0,1,0
AL 7,1073,10700,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.082924,29.368046,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-34.859814,-21.450815,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-11.039988,-140.38359,.032740742,18.547186,0,0,15.512778,15.512778,3.0594661,3.0156202,27.515299,15.512778,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.062210619,0,0,.2546471894159703,.6757723204218671,0,0,0,0,1,0,0,0,.13256846,32.234402,-.14603272,.51601386,.5214501,.52859998,.5297035,.023400152,.14068639,.14044169,.14509241,.15550859,.10906024,.073524989,.064561881,.036556318,.58098441,.39363971,.0090189967,.01553364,.52750677,1,0,0,1,0
AL 6,1073,10700,55.123287,51.724327,62.022858,6.3881307,110.32405,110.32405,81.070724,-200,21.738234,34.72673,25.310242,33.271778,33.271778,-200,-200,64.987488,96.117279,66.784042,75.815132,75.815132,138.51936,-200,.032740742,0,0,0,0,0,3.2560349,1.1232913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,.060105722,0,0,.2546471894159703,.6757723204218671,0,0,0,0,1,0,0,0,.13256846,32.234402,-.14603272,.51601386,.5214501,.52859998,.5297035,.023400152,.14068639,.14044169,.14509241,.15550859,.10906024,.073524989,.064561881,.036556318,.58098441,.39363971,.0090189967,.01553364,.52313972,1,0,0,1,0
AL 4,1075,10600,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,-.0071034729,-27.078671,-36.297226,-26.921934,0,0,42.518562,42.518562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.490879552570572,2.962162359972938,0,0,0,0,1,0,0,0,.38868225,28.344934,-.87742776,.62751883,.50967383,.5171026,.27542293,.0080482895,.14141096,.12279929,.13864437,.14015342,.12229628,.099723339,.068347588,.044454224,.86871225,.11984406,.00062877266,.013015593,.025253596,1,0,0,1,0
AL 5,1077,6200,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.73086,117.30511,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.236767,44.300491,-.043816496,5.4282598,157.38676,131.41934,131.41934,119.36356,114.78509,.077278495,1.8019438,-26.821465,19.352394,30.394995,30.394995,66.13884,35.488445,32.720116,0,0,30.394995,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.290500231800222,2.162475956125446,0,0,0,0,1,0,0,0,.31899247,29.809921,-.66157573,.5575031,.50791728,.521622,.42235202,.010106177,.13782598,.13475661,.13919014,.14677262,.1201487,.090591818,.06976559,.037787326,.88378465,.09848123,.0035013529,.010163018,.14188944,1,0,0,1,0
AL 5,1079,6000,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,116.39043,116.31379,-51.535267,-53.134178,85.518494,65.079445,65.079445,48.381855,49.956375,-.043816496,5.4282598,157.38676,131.41934,131.41934,115.47478,120.53748,.047917008,7.0693073,-15.955276,27.425592,29.697275,29.697275,65.944641,65.944641,32.720116,0,0,29.697275,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,2.546049574624912,2.323463599601853,0,0,0,0,1,0,0,0,.25454661,31.202826,.20282224,.4738825,.42559326,.50963998,.26177165,.0050570355,.14648162,.12312157,.16122173,.14326352,.1232365,.083211221,.054449327,.02833089,.77772033,.1335517,.0010056604,.010545067,.054205921,1,0,0,1,0
AL 3,1081,9800,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-98.868027,-98.16468,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-106.68721,-115.14009,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,-93.206429,-101.23463,.020545542,10.185867,9.8795652,4.6466408,10.018373,10.018373,10.307419,11.630363,8.4113007,0,0,10.018373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6567694350959172,1.723454781913254,0,0,0,0,1,0,0,0,.2031696,30.064594,-.51492304,.60618281,.58194518,.50795889,.54748273,.026839398,.16830014,.24014701,.13664721,.12536927,.089728214,.05539047,.036075488,.019314982,.7406857,.22652313,.016291315,.014292913,.18442276,1,0,0,1,0
AL 5,1083,6000,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.73086,117.30511,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.236767,44.300491,-.043816496,5.4282598,157.38676,131.41934,131.41934,119.36356,114.78509,.080818832,3.1901836,-26.664024,29.670261,36.340446,36.340446,64.919678,38.879913,32.720116,0,0,36.340446,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,2.546049574624912,2.323463599601853,0,0,0,0,1,0,0,0,.25454661,31.202826,.20282224,.61232805,.57449138,.49244779,.42049432,.016672757,.13610756,.13319935,.16852427,.15419635,.11795785,.078278214,.04982033,.025077654,.83788598,.13326025,.0035172666,.026493696,.10340057,1,0,0,1,0
AL 2,1085,11101,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.6875,199.60579,24.796967,45.723888,129.89957,131.39278,131.39278,128.72852,135.27542,46.655842,29.21312,174.53754,164.2962,164.2962,162.75163,163.17589,.11176226,.94642639,.7127136,-14.809434,-9.6182051,-9.6182051,-30.561707,-30.561707,-18.864763,0,0,-9.6182051,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,1,0,0,.4407930552402046,1.009527368914796,0,0,0,0,1,0,0,0,.14048532,33.071648,-.17318562,.26443616,.2564207,.53224969,.30881095,.0026720108,.18206784,.11526757,.13953833,.14169079,.10294663,.081941664,.053662881,.0306539,.25859126,.73368961,.0011875603,.0063089142,.019888051,0,0,0,1,0
AL 3,1087,9800,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-98.868027,-98.16468,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-106.68721,-115.14009,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,-93.206429,-101.23463,.094883263,10.521768,11.846434,3.2902093,2.3705931,2.3705931,1.9644096,3.2406092,8.4113007,0,0,2.3705931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6567694350959172,1.723454781913254,0,0,0,0,1,0,0,0,.2031696,30.064594,-.51492304,.12455875,.12328346,.54055178,.45008957,.014519809,.17585564,.16805641,.10661688,.12910184,.10632649,.072640531,.065256171,.040116157,.13959759,.8464219,.0037751503,.0071769343,.037649065,0,0,0,1,0
AL 5,1089,6000,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.73086,117.30511,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.236767,44.300491,-.043816496,5.4282598,157.38676,131.41934,131.41934,119.36356,114.78509,.093254268,-.246948,-25.969801,22.994545,32.989029,32.989029,72.089088,32.399063,32.720116,0,0,32.989029,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,2.546049574624912,2.323463599601853,0,0,0,0,1,0,0,0,.25454661,31.202826,.20282224,.56325734,.5438711,.51203835,.63468397,.039667509,.14508131,.12896639,.16341525,.15784605,.11267076,.079255514,.048973616,.022865919,.72063971,.22777376,.018576074,.018886881,.43157035,1,0,0,1,0
